trip_id,customer_id,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_type,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,gps_enabled,complaint_raised,trip_year,trip_month,trip_weekday,delay_minutes,is_delayed,net_revenue_inr,age_group
TRP000476,CUST00259,Male,35.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,Non-AC Seater,2024-04-20,15:10,15:09,16:12,16:11,26.1,276.0,0.0,Cash,Kiosk,Completed,,,37.4,Fog,False,Monthly Pass,True,False,2024,4,Saturday,-1.0,False,276.0,26-35
TRP002491,CUST01337,Female,26.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,AC Sleeper,2024-05-26,13:25,13:25,13:42,13:42,8.4,102.0,0.0,UPI,Corporate Portal,Completed,,3.0,52.2,Rain,False,Single Ride,True,False,2024,5,Sunday,0.0,False,102.0,26-35
TRP001936,CUST00049,Male,32.0,Pune,RTPU015,Baner - Kharadi,Baner,Kharadi,Premium AC,2024-05-21,17:25,17:20,18:23,18:18,24.4,297.0,21.0,Net Banking,Website,Completed,,5.0,69.8,Clear,True,Monthly Pass,True,False,2024,5,Tuesday,-5.0,False,276.0,26-35
TRP001712,CUST01350,Female,42.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,AC Seater,2024-08-15,20:35,20:35,21:40,21:40,32.8,420.0,0.0,UPI,Kiosk,Completed,,5.0,94.6,Cloudy,True,Weekly Pass,True,False,2024,8,Thursday,0.0,False,420.0,36-45
TRP003121,CUST01351,Female,18.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,AC Seater,2024-09-11,19:05,,20:47,,41.8,,0.0,,Website,Cancelled,Payment Failed,,,Haze,True,Corporate Plan,True,False,2024,9,Wednesday,,False,,18-25
TRP000290,CUST01342,Female,33.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Non-AC Seater,2024-01-01,12:55,13:07,14:12,14:24,35.1,306.0,0.0,Credit Card,Mobile App,Completed,,,23.3,Clear,False,Single Ride,True,False,2024,1,Monday,12.0,True,306.0,26-35
TRP001752,CUST00632,Male,35.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,AC Sleeper,2024-11-24,14:35,14:35,16:25,16:25,33.5,454.0,0.0,UPI,Corporate Portal,Completed,,3.0,47.3,Fog,False,Monthly Pass,True,False,2024,11,Sunday,0.0,False,454.0,26-35
TRP001941,CUST01239,Male,18.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,AC Seater,2024-07-22,10:25,10:21,10:53,10:49,12.9,112.0,0.0,Cash,Mobile App,Completed,,2.0,16.4,Rain,True,Single Ride,True,False,2024,7,Monday,-4.0,False,112.0,18-25
TRP000773,CUST00415,Female,39.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,AC Seater,2024-05-17,18:50,19:00,19:42,19:52,20.9,252.0,0.0,Debit Card,Website,Completed,,5.0,60.6,Fog,True,Single Ride,True,False,2024,5,Friday,10.0,True,252.0,36-45
TRP000792,CUST00178,Female,34.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,AC Sleeper,2024-04-27,15:20,16:04,15:49,16:33,9.1,128.0,0.0,Credit Card,Mobile App,Delayed-Completed,,5.0,88.9,Haze,False,Weekly Pass,True,False,2024,4,Saturday,44.0,True,128.0,26-35
TRP002295,CUST01182,Female,33.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Seater,2024-11-05,07:25,07:30,07:46,07:51,10.9,126.0,0.0,Cash,Corporate Portal,Completed,,5.0,92.5,Fog,False,Weekly Pass,True,True,2024,11,Tuesday,5.0,False,126.0,26-35
TRP002529,CUST01308,Male,31.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,Non-AC Seater,2024-07-09,19:15,19:15,20:09,,22.0,233.0,0.0,UPI,Corporate Portal,No-show,Payment Failed,,82.8,Rain,False,Weekly Pass,True,False,2024,7,Tuesday,0.0,False,233.0,26-35
TRP003101,CUST00357,Female,36.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,Non-AC Seater,2024-08-06,09:40,10:30,11:16,12:06,32.7,301.0,0.0,Wallet,Website,Delayed-Completed,,2.0,64.3,Heavy Rain,True,Corporate Plan,False,False,2024,8,Tuesday,50.0,True,301.0,36-45
TRP000783,CUST00732,Male,35.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,Premium AC,2024-08-31,13:25,13:41,14:37,14:53,27.2,402.0,0.0,Cash,Mobile App,Delayed-Completed,,5.0,30.3,Cloudy,False,Weekly Pass,True,False,2024,8,Saturday,16.0,True,402.0,26-35
TRP000165,CUST00816,Male,46.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,Premium AC,2024-01-21,17:30,18:20,18:53,19:43,38.9,521.0,0.0,Wallet,Corporate Portal,Delayed-Completed,,4.0,25.5,Cloudy,False,Monthly Pass,True,False,2024,1,Sunday,50.0,True,521.0,46-60
TRP001554,CUST00585,Male,29.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,AC Sleeper,2024-05-24,19:35,19:35,21:26,21:26,41.7,566.0,119.0,Wallet,Kiosk,Completed,,2.0,85.9,Fog,True,Single Ride,True,False,2024,5,Friday,0.0,False,447.0,26-35
TRP002216,CUST00761,Female,29.0,Pune,RTPU018,Kharadi - Magarpatta,Kharadi,Magarpatta,Premium AC,2024-09-07,16:15,16:16,17:42,17:43,40.7,766.5,203.0,Net Banking,Kiosk,Completed,,5.0,82.1,Haze,False,Single Ride,False,False,2024,9,Saturday,1.0,False,563.5,26-35
TRP003003,CUST00449,Male,18.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Premium AC,2024-03-12,07:30,,08:48,,25.9,,119.0,,Corporate Portal,Cancelled,Payment Failed,,,Rain,True,Weekly Pass,True,False,2024,3,Tuesday,,False,,18-25
TRP001951,CUST01041,Male,20.0,Pune,RTPU018,Kharadi - Magarpatta,Kharadi,Magarpatta,AC Seater,2024-05-30,20:45,20:45,22:13,,40.7,386.0,31.0,Cash,Kiosk,No-show,Customer Request,,30.5,Fog,True,Weekly Pass,True,False,2024,5,Thursday,0.0,False,355.0,18-25
TRP000254,CUST01171,Female,24.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,AC Sleeper,2024-01-11,12:10,12:10,12:36,12:36,12.9,193.0,15.0,Credit Card,Kiosk,Completed,,5.0,26.3,Rain,False,Corporate Plan,True,False,2024,1,Thursday,0.0,False,178.0,18-25
TRP002549,CUST00231,Male,30.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Seater,2024-08-01,10:50,,11:50,,24.5,,0.0,,Corporate Portal,Cancelled,Traffic/Weather,,,Haze,True,Single Ride,True,False,2024,8,Thursday,,False,,26-35
TRP002350,CUST00112,Male,20.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Premium AC,2024-06-01,13:55,13:55,15:29,15:29,39.4,760.0,47.0,Debit Card,Corporate Portal,Completed,,5.0,20.8,Clear,False,Corporate Plan,True,False,2024,6,Saturday,0.0,False,713.0,18-25
TRP002554,CUST00696,Male,18.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,AC Sleeper,2024-05-06,14:10,14:11,15:50,15:51,38.9,477.0,0.0,UPI,Corporate Portal,Completed,,4.0,85.7,Clear,False,Single Ride,True,False,2024,5,Monday,1.0,False,477.0,18-25
TRP001226,CUST01215,Female,30.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,Non-AC Seater,2024-11-10,06:15,06:15,07:27,07:27,32.8,424.0,0.0,Credit Card,Website,Completed,,5.0,69.5,Rain,False,Monthly Pass,True,False,2024,11,Sunday,0.0,False,424.0,26-35
TRP000504,CUST00025,Male,38.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,AC Seater,2024-02-22,22:25,22:25,23:23,,22.8,244.0,69.0,Wallet,Mobile App,No-show,Customer Request,,83.1,Heavy Rain,False,Corporate Plan,False,False,2024,2,Thursday,0.0,False,175.0,36-45
TRP001193,CUST00523,Male,42.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,AC Seater,2024-06-10,20:20,20:20,22:27,,41.7,484.0,0.0,Net Banking,Corporate Portal,No-show,Customer Request,,37.9,Heavy Rain,True,Corporate Plan,True,False,2024,6,Monday,0.0,False,484.0,36-45
TRP002573,CUST00628,Male,29.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Non-AC Seater,2024-01-17,09:35,09:41,09:59,10:05,9.2,98.0,0.0,Debit Card,Website,Completed,,2.0,78.4,Fog,True,Monthly Pass,True,False,2024,1,Wednesday,6.0,True,98.0,26-35
TRP000222,CUST01142,Male,23.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,Non-AC Seater,2024-05-14,18:45,18:57,19:53,20:05,27.2,219.0,0.0,Cash,Corporate Portal,Delayed-Completed,,,26.3,Rain,True,Weekly Pass,True,False,2024,5,Tuesday,12.0,True,219.0,18-25
TRP000137,CUST00032,Male,30.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,Non-AC Seater,2024-03-26,10:55,10:55,12:02,12:02,22.0,295.0,0.0,Wallet,Corporate Portal,Completed,,,88.7,Fog,True,Corporate Plan,True,False,2024,3,Tuesday,0.0,False,295.0,26-35
TRP002711,CUST01128,Male,30.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,Premium AC,2024-02-23,14:10,14:10,14:33,14:33,9.1,143.0,0.0,Debit Card,Mobile App,Completed,,3.0,58.7,Cloudy,False,Monthly Pass,True,False,2024,2,Friday,0.0,False,143.0,26-35
TRP002230,CUST00172,Male,19.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,AC Seater,2024-08-05,17:10,17:12,18:18,18:20,33.6,394.0,0.0,UPI,Kiosk,Completed,,5.0,94.9,Fog,False,Weekly Pass,True,False,2024,8,Monday,2.0,False,394.0,18-25
TRP002447,CUST00904,Male,30.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,Premium AC,2024-09-19,17:25,17:25,18:42,18:42,33.6,514.0,87.0,Wallet,Website,Completed,,4.0,81.3,Fog,True,Single Ride,True,True,2024,9,Thursday,0.0,False,427.0,26-35
TRP002328,CUST00842,Male,23.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Non-AC Seater,2024-11-18,12:05,12:56,13:43,14:34,33.4,439.0,0.0,Cash,Corporate Portal,Delayed-Completed,,4.0,53.2,Clear,False,Corporate Plan,True,False,2024,11,Monday,51.0,True,439.0,18-25
TRP000294,CUST01244,Male,29.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,Premium AC,2024-07-25,20:20,,20:38,,9.1,,0.0,,Mobile App,Cancelled,Driver Unavailable,,,Clear,True,Corporate Plan,True,False,2024,7,Thursday,,False,,26-35
TRP000337,CUST00573,Female,32.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,AC Sleeper,2024-03-31,19:40,19:39,19:59,19:58,9.3,138.0,25.0,UPI,Mobile App,Completed,,5.0,69.6,Clear,False,Single Ride,True,False,2024,3,Sunday,-1.0,False,113.0,26-35
TRP001692,CUST00455,Male,25.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Non-AC Seater,2024-11-21,07:15,07:10,08:21,08:16,33.4,443.0,0.0,Credit Card,Corporate Portal,Completed,,2.0,63.9,Rain,True,Single Ride,True,False,2024,11,Thursday,-5.0,False,443.0,18-25
TRP000923,CUST01196,Male,27.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,AC Sleeper,2024-08-22,09:20,09:20,09:59,09:59,20.9,328.0,0.0,Credit Card,Corporate Portal,Completed,,2.0,65.5,Haze,True,Monthly Pass,False,False,2024,8,Thursday,0.0,False,328.0,26-35
TRP002941,CUST00530,Female,40.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Premium AC,2024-05-10,09:00,,10:05,,31.3,,0.0,,Website,Cancelled,Customer Request,,,Heavy Rain,True,Corporate Plan,True,False,2024,5,Friday,,False,,36-45
TRP002639,CUST01086,Female,20.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Premium AC,2024-12-16,19:30,19:30,21:29,21:29,39.4,586.0,0.0,UPI,Mobile App,Completed,,,88.4,Heavy Rain,True,Single Ride,False,False,2024,12,Monday,0.0,False,586.0,18-25
TRP000447,CUST00619,Female,18.0,Mumbai,RTMU009,Thane West - Vashi,Thane West,Vashi,AC Sleeper,2024-02-08,19:35,19:35,20:55,20:55,34.8,588.0,0.0,Debit Card,Corporate Portal,Completed,,5.0,42.2,Cloudy,True,Single Ride,True,False,2024,2,Thursday,0.0,False,588.0,18-25
TRP000678,CUST00767,Female,30.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Seater,2024-10-24,19:25,19:25,20:10,20:10,22.1,274.0,0.0,Net Banking,Corporate Portal,Completed,,,52.1,Heavy Rain,False,Monthly Pass,True,False,2024,10,Thursday,0.0,False,274.0,26-35
TRP000700,CUST00517,Female,21.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Sleeper,2024-11-30,14:15,14:42,14:56,15:23,22.1,330.0,0.0,Cash,Mobile App,Delayed-Completed,,4.0,22.8,Haze,False,Weekly Pass,True,False,2024,11,Saturday,27.0,True,330.0,18-25
TRP001018,CUST00370,Female,18.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,Premium AC,2024-11-22,18:20,,18:42,,10.3,,0.0,,Kiosk,Cancelled,Traffic/Weather,,,Clear,True,Weekly Pass,False,False,2024,11,Friday,,False,,18-25
TRP002855,CUST01045,Female,38.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,AC Seater,2024-09-03,20:45,20:45,21:54,,32.7,324.0,77.0,Wallet,Website,No-show,Customer Request,,57.6,Fog,False,Monthly Pass,False,False,2024,9,Tuesday,0.0,False,247.0,36-45
TRP003010,CUST01071,Female,24.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,AC Seater,2024-02-16,21:40,21:40,22:10,22:10,12.9,173.0,0.0,Credit Card,Website,Completed,,,40.8,Cloudy,False,Monthly Pass,True,False,2024,2,Friday,0.0,False,173.0,18-25
TRP001702,CUST01366,Female,39.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,AC Sleeper,2024-09-06,20:25,20:25,22:08,22:08,32.8,380.0,0.0,UPI,Kiosk,Completed,,3.0,48.8,Heavy Rain,True,Corporate Plan,True,False,2024,9,Friday,0.0,False,380.0,36-45
TRP001106,CUST00571,Male,31.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Premium AC,2024-09-19,10:35,10:35,11:10,,18.7,300.0,0.0,Net Banking,Corporate Portal,No-show,Customer Request,,22.5,Haze,True,Monthly Pass,True,False,2024,9,Thursday,0.0,False,300.0,26-35
TRP002976,CUST00889,Female,36.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,AC Sleeper,2024-01-24,19:00,19:00,19:58,19:58,25.9,369.0,51.0,Wallet,Corporate Portal,Completed,,5.0,71.7,Cloudy,True,Monthly Pass,True,False,2024,1,Wednesday,0.0,False,318.0,36-45
TRP001478,CUST00666,Female,37.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,AC Seater,2024-01-23,18:45,18:50,20:12,20:17,31.3,383.0,32.0,Credit Card,Mobile App,Completed,,5.0,89.1,Fog,True,Weekly Pass,True,False,2024,1,Tuesday,5.0,False,351.0,36-45
TRP002363,CUST00394,Male,29.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Seater,2024-06-16,12:10,12:13,13:00,13:03,18.2,210.0,0.0,Credit Card,Kiosk,Completed,,3.0,71.2,Haze,False,Corporate Plan,True,False,2024,6,Sunday,3.0,False,210.0,26-35
TRP001269,CUST00783,Female,24.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,Non-AC Seater,2024-05-23,11:10,11:16,12:59,13:05,33.6,377.0,0.0,Credit Card,Kiosk,Completed,,,31.8,Clear,False,Weekly Pass,True,False,2024,5,Thursday,6.0,True,377.0,18-25
TRP001677,CUST01026,Male,18.0,Mumbai,RTMU008,Thane West - Mulund,Thane West,Mulund,AC Seater,2024-06-22,11:55,12:32,12:47,13:24,23.5,270.0,0.0,Net Banking,Website,Delayed-Completed,,5.0,45.4,Cloudy,False,Monthly Pass,True,False,2024,6,Saturday,37.0,True,270.0,18-25
TRP002444,CUST00238,Female,41.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,Premium AC,2024-11-26,06:50,06:50,07:24,07:24,12.9,239.0,0.0,Net Banking,Corporate Portal,Completed,,5.0,77.1,Haze,False,Corporate Plan,True,False,2024,11,Tuesday,0.0,False,239.0,36-45
TRP000326,CUST00143,Other,23.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,Premium AC,2024-01-08,07:45,,09:31,,32.8,,0.0,,Website,Cancelled,Route Diverted,,,Haze,False,Corporate Plan,True,False,2024,1,Monday,,False,,18-25
TRP002486,CUST00834,Male,32.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Non-AC Seater,2024-06-09,19:40,19:40,20:09,20:09,9.2,86.0,0.0,UPI,Mobile App,Completed,,5.0,77.4,Fog,False,Weekly Pass,False,False,2024,6,Sunday,0.0,False,86.0,26-35
TRP000020,CUST01230,Female,39.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Non-AC Seater,2024-06-08,20:15,20:15,20:36,20:36,9.2,74.0,0.0,Credit Card,Mobile App,Completed,,2.0,94.8,Cloudy,False,Corporate Plan,True,False,2024,6,Saturday,0.0,False,74.0,36-45
TRP002149,CUST00503,Female,18.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Seater,2024-04-25,20:40,20:40,21:29,,22.1,217.0,0.0,Debit Card,Kiosk,No-show,Customer Request,,71.9,Haze,True,Monthly Pass,False,False,2024,4,Thursday,0.0,False,217.0,18-25
TRP000077,CUST00642,Female,33.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Premium AC,2024-07-13,06:20,06:42,07:10,07:32,16.0,270.0,0.0,Wallet,Website,Delayed-Completed,,3.0,42.2,Haze,False,Single Ride,True,False,2024,7,Saturday,22.0,True,270.0,26-35
TRP001757,CUST00650,Female,41.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,AC Seater,2024-04-05,18:25,18:25,19:38,19:38,32.7,347.0,0.0,Cash,Mobile App,Completed,,5.0,91.8,Cloudy,True,Single Ride,True,False,2024,4,Friday,0.0,False,347.0,36-45
TRP000173,CUST00523,Male,42.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,Premium AC,2024-11-05,06:10,,06:37,,9.1,,24.0,,Kiosk,Cancelled,Driver Unavailable,,,Clear,False,Single Ride,True,False,2024,11,Tuesday,,False,,36-45
TRP002521,CUST01205,Female,24.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Seater,2024-09-14,22:45,22:49,00:18,00:22,32.5,306.0,0.0,Net Banking,Kiosk,Completed,,3.0,49.9,Heavy Rain,False,Single Ride,False,False,2024,9,Saturday,4.0,False,306.0,18-25
TRP000513,CUST01317,Male,39.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Non-AC Seater,2024-01-13,22:05,22:10,00:03,00:08,39.4,387.0,0.0,Cash,Website,Completed,,4.0,98.7,Heavy Rain,False,Corporate Plan,True,False,2024,1,Saturday,5.0,False,387.0,36-45
TRP000726,CUST00880,Male,32.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,AC Sleeper,2024-02-18,09:20,09:42,11:00,11:22,35.1,544.0,0.0,Credit Card,Corporate Portal,Delayed-Completed,,5.0,15.5,Fog,False,Weekly Pass,True,False,2024,2,Sunday,22.0,True,544.0,26-35
TRP000769,CUST00199,Male,18.0,Hyderabad,RTHY038,HITEC City - Kondapur,HITEC City,Kondapur,Premium AC,2024-06-04,10:10,,10:37,,14.1,,22.0,,Kiosk,Cancelled,Driver Unavailable,,,Clear,True,Monthly Pass,True,False,2024,6,Tuesday,,False,,18-25
TRP002832,CUST00784,Female,26.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,AC Seater,2024-12-21,10:30,,10:51,,8.4,,9.0,,Mobile App,Cancelled,Customer Request,,,Fog,False,Monthly Pass,True,False,2024,12,Saturday,,False,,26-35
TRP002319,CUST00839,Female,27.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,AC Sleeper,2024-06-11,20:15,20:15,21:24,21:24,25.9,262.0,0.0,Wallet,Website,Completed,,5.0,85.7,Haze,True,Single Ride,True,False,2024,6,Tuesday,0.0,False,262.0,26-35
TRP001088,CUST00398,Male,41.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Sleeper,2024-03-08,20:15,20:15,21:11,21:11,24.5,357.0,73.0,Credit Card,Mobile App,Completed,,5.0,64.3,Fog,False,Single Ride,True,False,2024,3,Friday,0.0,False,284.0,36-45
TRP002939,CUST01232,Female,19.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Premium AC,2024-07-15,19:55,19:55,20:32,20:32,16.0,183.0,0.0,Cash,Corporate Portal,Completed,,4.0,40.7,Cloudy,True,Corporate Plan,True,False,2024,7,Monday,0.0,False,183.0,18-25
TRP002920,CUST00850,Female,29.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,Premium AC,2024-03-03,18:35,18:35,19:26,19:26,26.1,427.0,32.0,Credit Card,Kiosk,Completed,,4.0,33.8,Haze,False,Corporate Plan,True,False,2024,3,Sunday,0.0,False,395.0,26-35
TRP000992,CUST00662,Female,24.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Non-AC Seater,2024-04-13,08:15,08:15,09:04,09:04,17.8,241.0,0.0,Net Banking,Website,Completed,,1.0,92.1,Heavy Rain,False,Corporate Plan,True,True,2024,4,Saturday,0.0,False,241.0,18-25
TRP000998,CUST00386,Male,26.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Seater,2024-06-25,21:55,,22:22,,9.1,,24.0,,Kiosk,Cancelled,Route Diverted,,,Cloudy,False,Monthly Pass,True,False,2024,6,Tuesday,,False,,26-35
TRP003065,CUST00507,Male,39.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,AC Sleeper,2024-10-31,06:15,06:15,07:39,07:39,39.4,448.0,49.0,Wallet,Corporate Portal,Completed,,3.0,16.8,Cloudy,False,Single Ride,True,False,2024,10,Thursday,0.0,False,399.0,36-45
TRP001003,CUST01216,Other,32.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Premium AC,2024-06-11,18:15,18:15,18:45,18:45,16.0,191.0,0.0,UPI,Mobile App,Completed,,4.0,50.2,Clear,True,Single Ride,True,False,2024,6,Tuesday,0.0,False,191.0,26-35
TRP000375,CUST00099,Female,18.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,Non-AC Seater,2024-09-29,16:35,16:35,17:34,17:34,20.9,233.0,29.0,Credit Card,Kiosk,Completed,,5.0,60.9,Haze,False,Monthly Pass,True,False,2024,9,Sunday,0.0,False,204.0,18-25
TRP002086,CUST00170,Male,36.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,AC Sleeper,2024-03-16,17:15,17:47,18:14,18:46,27.7,318.0,0.0,Credit Card,Kiosk,Delayed-Completed,,4.0,73.2,Fog,False,Monthly Pass,True,False,2024,3,Saturday,32.0,True,318.0,36-45
TRP001492,CUST01383,Female,24.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,AC Sleeper,2024-11-07,13:35,13:35,14:39,,33.5,534.0,0.0,Debit Card,Mobile App,No-show,Customer Request,,27.3,Cloudy,False,Single Ride,True,False,2024,11,Thursday,0.0,False,534.0,18-25
TRP002150,CUST01051,Female,33.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Non-AC Seater,2024-06-26,13:20,13:20,14:07,14:07,17.8,187.0,0.0,Wallet,Mobile App,Completed,,5.0,27.9,Cloudy,False,Corporate Plan,True,False,2024,6,Wednesday,0.0,False,187.0,26-35
TRP002357,CUST01175,Male,34.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,Premium AC,2024-03-26,19:05,19:05,19:52,19:52,22.0,372.0,86.0,UPI,Kiosk,Completed,,3.0,98.5,Fog,True,Weekly Pass,True,False,2024,3,Tuesday,0.0,False,286.0,26-35
TRP000120,CUST01284,Female,34.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Sleeper,2024-12-13,18:20,18:27,18:55,19:02,18.2,253.0,0.0,Debit Card,Website,Completed,,4.0,41.3,Cloudy,True,Monthly Pass,True,False,2024,12,Friday,7.0,True,253.0,26-35
TRP001699,CUST00194,Female,43.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Sleeper,2024-12-16,20:00,20:00,20:29,20:29,10.9,147.0,0.0,UPI,Kiosk,Completed,,,56.4,Cloudy,True,Weekly Pass,True,False,2024,12,Monday,0.0,False,147.0,36-45
TRP000894,CUST00181,Female,18.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,AC Sleeper,2024-04-16,19:25,19:25,21:36,21:36,41.8,462.0,70.0,Wallet,Website,Completed,,,97.3,Clear,True,Weekly Pass,True,False,2024,4,Tuesday,0.0,False,392.0,18-25
TRP000533,CUST01181,Female,39.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,AC Sleeper,2024-04-02,10:55,10:55,11:34,11:34,20.9,219.0,52.0,UPI,Corporate Portal,Completed,,,43.0,Clear,False,Monthly Pass,True,False,2024,4,Tuesday,0.0,False,167.0,36-45
TRP000489,CUST00840,Male,26.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-08-20,18:40,18:49,19:14,19:23,10.7,165.0,0.0,Credit Card,Corporate Portal,Completed,,2.0,47.8,Cloudy,True,Monthly Pass,False,False,2024,8,Tuesday,9.0,True,165.0,26-35
TRP001931,CUST00683,Other,39.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-09-03,15:45,16:13,16:13,16:41,10.7,177.0,0.0,Credit Card,Website,Delayed-Completed,,3.0,42.2,Haze,False,Monthly Pass,False,False,2024,9,Tuesday,28.0,True,177.0,36-45
TRP002629,CUST00892,Male,44.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,AC Seater,2024-11-04,08:40,08:40,08:58,08:58,9.3,97.0,0.0,Debit Card,Mobile App,Completed,,,92.3,Clear,True,Corporate Plan,True,False,2024,11,Monday,0.0,False,97.0,36-45
